"citizenship","CountryOfExploitation","gender","ageBroad","isForcedLabour","isSexualExploit","isOtherExploit","isSexAndLabour","typeOfLabourAgriculture","typeOfLabourAquafarming","typeOfLabourBegging","typeOfLabourConstruction","typeOfLabourDomesticWork","typeOfLabourHospitality","typeOfLabourManufacturing","typeOfLabourPeddling","typeOfLabourOther","typeOfLabourNotSpecified","typeOfSexProstitution","recruiterRelationIntimatePartner","recruiterRelationFriend","recruiterRelationFamily","recruiterRelationOther","recruiterRelationUnknown","exploitationDTM","citizenshipDTM"
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","AF","Male","9--17",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"AF","SA","Male","9--17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","9--17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"AL","AL","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4
"AL","AL","Female","21--23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","39--47",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BD","MY","Male","30--38",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3
"BD","BD","Female","30--38",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","9--17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","24--26",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","18--20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"BG","BG","Female","21--23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
